Current_Date,Base_Date,Current_Price,Base_Price,Percent Change
1993-07-21,1992-07-21 00:00:00,447.1799926757813,413.760009765625,8.077141850679844
1993-07-22,1992-07-22 00:00:00,444.510009765625,410.9299926757813,8.17171238127121
1993-07-23,1992-07-23 00:00:00,447.1000061035156,412.0799865722656,8.498354851578945
1993-07-24,1992-07-24 00:00:00,447.1000061035156,411.6000061035156,8.624878394941495
1993-07-25,1992-07-25 00:00:00,447.1000061035156,411.6000061035156,8.624878394941495
1993-07-26,1992-07-26 00:00:00,449.0899963378906,411.6000061035156,9.108355121099398
1993-07-27,1992-07-27 00:00:00,448.239990234375,411.5400085449219,8.917719037624776
1993-07-28,1992-07-28 00:00:00,447.1900024414063,417.5199890136719,7.106249810416353
1993-07-29,1992-07-29 00:00:00,450.239990234375,422.2300109863281,6.633820078922302
1993-07-30,1992-07-30 00:00:00,448.1300048828125,423.9200134277344,5.710981007789858
1993-07-31,1992-07-31 00:00:00,448.1300048828125,424.2099914550781,5.63871995227802
1993-08-01,1992-08-01 00:00:00,448.1300048828125,424.2099914550781,5.63871995227802
1993-08-02,1992-08-02 00:00:00,450.1499938964844,424.2099914550781,6.114896622880033
1993-08-03,1992-08-03 00:00:00,449.2699890136719,425.0899963378906,5.688205529203123
1993-08-04,1992-08-04 00:00:00,448.5400085449219,424.3599853515625,5.697997932893544
1993-08-05,1992-08-05 00:00:00,448.1300048828125,422.1900024414063,6.144153649163277
1993-08-06,1992-08-06 00:00:00,448.6799926757813,420.5899963378906,6.678712423612648
1993-08-07,1992-08-07 00:00:00,448.6799926757813,418.8800048828125,7.1142063229553685
1993-08-08,1992-08-08 00:00:00,448.6799926757813,418.8800048828125,7.1142063229553685
1993-08-09,1992-08-09 00:00:00,450.7200012207031,418.8800048828125,7.601221344236355
1993-08-10,1992-08-10 00:00:00,449.4500122070313,419.4200134277344,7.159886943370925
1993-08-11,1992-08-11 00:00:00,450.4599914550781,418.8999938964844,7.534017192273494
1993-08-12,1992-08-12 00:00:00,448.9599914550781,417.7799987792969,7.463256442837247
1993-08-13,1992-08-13 00:00:00,450.1400146484375,417.7300109863281,7.7586007252828475
1993-08-14,1992-08-14 00:00:00,450.1400146484375,419.9100036621094,7.199164278699449
1993-08-15,1992-08-15 00:00:00,450.1400146484375,419.9100036621094,7.199164278699449
1993-08-16,1992-08-16 00:00:00,452.3800048828125,419.9100036621094,7.73260959194268
1993-08-17,1992-08-17 00:00:00,453.1300048828125,420.739990234375,7.6983446784781515
1993-08-18,1992-08-18 00:00:00,456.0400085449219,421.3399963378906,8.235632151855771
1993-08-19,1992-08-19 00:00:00,456.4299926757813,418.1900024414063,9.144166529837811
1993-08-20,1992-08-20 00:00:00,456.1600036621094,418.260009765625,9.061347729064968
1993-08-21,1992-08-21 00:00:00,456.1600036621094,414.8500061035156,9.957815343091946
1993-08-22,1992-08-22 00:00:00,456.1600036621094,414.8500061035156,9.957815343091946
1993-08-23,1992-08-23 00:00:00,455.2300109863281,414.8500061035156,9.733639698377312
1993-08-24,1992-08-24 00:00:00,459.7699890136719,410.7200012207031,11.942439532330303
1993-08-25,1992-08-25 00:00:00,460.1300048828125,411.6099853515625,11.787862602460505
1993-08-26,1992-08-26 00:00:00,461.0400085449219,413.510009765625,11.494280103699689
1993-08-27,1992-08-27 00:00:00,460.5400085449219,413.5299987792969,11.367980534518486
1993-08-28,1992-08-28 00:00:00,460.5400085449219,414.8399963378906,11.016298479042558
