,Year,01-01,01-02,01-03,01-04,01-05,01-06,01-07,01-08,01-09,01-10,01-11,01-12,01-13,01-14,01-15,01-16,01-17,01-18,01-19,01-20,01-21,01-22,01-23,01-24,01-25,01-26,01-27,01-28,01-29,01-30,01-31,02-01,02-02,02-03,02-04,02-05,02-06,02-07,02-08,02-09,02-10,02-11,02-12,02-13,02-14,02-15,02-16,02-17,02-18,02-19,02-20,02-21,02-22,02-23,02-24,02-25,02-26,02-27,02-28,03-01,03-02,03-03,03-04,03-05,03-06,03-07,03-08,03-09,03-10,03-11,03-12,03-13,03-14,03-15,03-16,03-17,03-18,03-19,03-20,03-21,03-22,03-23,03-24,03-25,03-26,03-27,03-28,03-29,03-30,03-31,04-01,04-02,04-03,04-04,04-05,04-06,04-07,04-08,04-09,04-10,04-11,04-12,04-13,04-14,04-15,04-16,04-17,04-18,04-19,04-20,04-21,04-22,04-23,04-24,04-25,04-26,04-27,04-28,04-29,04-30,05-01,05-02,05-03,05-04,05-05,05-06,05-07,05-08,05-09,05-10,05-11,05-12,05-13,05-14,05-15,05-16,05-17,05-18,05-19,05-20,05-21,05-22,05-23,05-24,05-25,05-26,05-27,05-28,05-29,05-30,05-31,06-01,06-02,06-03,06-04,06-05,06-06,06-07,06-08,06-09,06-10,06-11,06-12,06-13,06-14,06-15,06-16,06-17,06-18,06-19,06-20,06-21,06-22,06-23,06-24,06-25,06-26,06-27,06-28,06-29,06-30,07-01,07-02,07-03,07-04,07-05,07-06,07-07,07-08,07-09,07-10,07-11,07-12,07-13,07-14,07-15,07-16,07-17,07-18,07-19,07-20,07-21,07-22,07-23,07-24,07-25,07-26,07-27,07-28,07-29,07-30,07-31,08-01,08-02,08-03,08-04,08-05,08-06,08-07,08-08,08-09,08-10,08-11,08-12,08-13,08-14,08-15,08-16,08-17,08-18,08-19,08-20,08-21,08-22,08-23,08-24,08-25,08-26,08-27,08-28,08-29,08-30,08-31,09-01,09-02,09-03,09-04,09-05,09-06,09-07,09-08,09-09,09-10,09-11,09-12,09-13,09-14,09-15,09-16,09-17,09-18,09-19,09-20,09-21,09-22,09-23,09-24,09-25,09-26,09-27,09-28,09-29,09-30,10-01,10-02,10-03,10-04,10-05,10-06,10-07,10-08,10-09,10-10,10-11,10-12,10-13,10-14,10-15,10-16,10-17,10-18,10-19,10-20,10-21,10-22,10-23,10-24,10-25,10-26,10-27,10-28,10-29,10-30,10-31,11-01,11-02,11-03,11-04,11-05,11-06,11-07,11-08,11-09,11-10,11-11,11-12,11-13,11-14,11-15,11-16,11-17,11-18,11-19,11-20,11-21,11-22,11-23,11-24,11-25,11-26,11-27,11-28,11-29,11-30,12-01,12-02,12-03,12-04,12-05,12-06,12-07,12-08,12-09,12-10,12-11,12-12,12-13,12-14,12-15,12-16,12-17,12-18,12-19,12-20,12-21,12-22,12-23,12-24,12-25,12-26,12-27,12-28,12-29,12-30,12-31
0,2003,78415.39945679024,80077.67908372467,79423.38212809582,78896.68219382063,78896.68219382063,80287.17461926432,80657.64113103382,79676.35714117227,81579.43490043409,81439.81980987116,82247.54998321593,82247.54998321593,82221.00995580078,83006.10502190678,81515.3256856761,82856.63646085175,81021.59969667526,81393.92446803092,81393.92446803092,81393.92446803092,80128.0806246977,79707.93028163021,79587.01434600534,77257.76698155499,77278.18827467362,77278.18827467362,76222.56961790498,76577.13963004526,79661.78610088558,76667.986297177,77243.65358133188,77607.07416423483,77607.07416423483,77760.37116460202,78956.4106133094,78955.02743870285,78922.60333278442,78450.81202368953,76975.68855367145,76975.68855367145,77520.10743406242,76052.24782477765,75075.72114410033,74512.80327934786,76284.2089088858,77089.08592727286,77089.08592727286,77089.08592727286,78444.9276675425,79560.88237636379,77463.55996885199,79898.81974856464,78922.33030979315,78922.33030979315,77643.70523200675,76993.42150051381,76029.1573869454,76737.19210413819,77594.23275830272,75827.32704117392,75827.32704117392,75103.86611726275,72623.67220764024,73472.8463818747,72001.61390801752,72653.1606154339,72348.83281084687,72348.83281084687,70612.16993672316,69768.47132405908,70278.30113735599,73413.8931768573,73751.97610033522,73055.85368299931,73055.85368299931,75357.0076138985,75786.8993083346,75861.4331925828,77483.33266549747,79102.79906905786,79274.71759237988,79274.71759237988,76640.2094237274,78347.83597608855,77503.70393958896,77362.96828328844,77006.00095144025,77006.00095144025,77006.00095144025,75256.4700601503,76377.61418782048,78656.53234267439,78835.12967063389,79633.39625746223,79619.2370537124,79619.2370537124,79465.82417144475,79423.00954475503,78930.54354962896,78477.09399968504,80147.15560051998,79550.08539411776,79550.08539411776,81193.15090083689,82580.72249807019,79287.49762087554,80635.42233721325,80986.76407590369,80692.59301954294,80692.59301954294,80773.64878995279,83690.1886630771,84826.62324732925,84924.96821971684,83828.64981202099,85452.24040209489,85452.24040209489,86929.66438442169,87665.42370678633,86663.98977128453,85606.90334192754,87162.52873295479,88118.5938258817,88118.5938258817,87948.37799902102,90556.47092490105,90372.06540234406,86253.52151954922,88470.38949169265,90169.14553554711,90169.14553554711,91275.44064292035,89295.8664702701,87207.47191902809,88104.90183152788,87428.64163728508,87002.89017220998,87002.89017220998,84966.95625844707,85720.30360395861,86686.65321399953,87354.50214753917,86609.72932493611,87733.30272160772,87733.30272160772,87733.30272160772,89267.86026262869,90009.18144719166,90443.26984001607,92151.124873169,91962.06205674044,91962.06205674044,92341.42000935454,95252.79207934775,96386.6037689749,95964.10756695348,97574.89555042646,97688.18126912456,97688.18126912456,96694.18301192549,97301.75810474923,100047.79645036814,99750.42826384197,99710.58934337845,99858.0447031993,99858.0447031993,101964.36604070438,99300.71376345682,98409.40874570682,99223.59615318301,100285.92272599842,101878.95798458028,101878.95798458028,100833.9442952951,100410.49924163253,101683.71958222358,102839.08011962824,99904.31324411572,100378.83663409391,100378.83663409391,100348.01484733475,103287.40077860955,106855.92399000056,105154.85977535004,105154.85977535004,101131.2215364595,101131.2215364595,103138.68074187166,104909.47047096978,107013.55304364317,109642.84515313429,109786.86945420451,111006.06045765331,111006.06045765331,111548.73934010236,110714.5582247218,112227.93478671313,110413.63919353491,115280.8721347895,119486.08833225931,119486.08833225931,118009.12466579038,122713.83638645617,126256.33238196599,118247.27953716474,121367.80719815697,119099.24047463063,119099.24047463063,118659.57452798281,112626.38106225955,110908.89142226074,110897.93687715566,112862.64662602848,115450.48519954144,115450.48519954144,115450.48519954144,117074.81188160584,113919.86840892491,113144.99663622443,109912.5748462196,109503.2511027918,109503.2511027918,109915.51312304162,111738.36115457879,113227.51431939803,109534.89772692489,108372.68874890034,108698.25785198824,108698.25785198824,109636.66376215316,107536.48763952324,108245.32272959144,107047.71140893108,104965.95642251163,107273.88814183125,107273.88814183125,107445.87144545246,106893.66207935645,108174.86046976292,111279.1200258461,111981.4433118084,112420.69109732933,112420.69109732933,112420.69109732933,113927.92830527085,119089.93755619095,117470.90736718602,117812.06495605041,116215.06007551738,116215.06007551738,117175.66654026882,115559.77667929269,113095.53611992628,114137.80113963009,116497.45321910936,116211.70347048166,116211.70347048166,115803.33171512617,117205.9200780149,119723.22204440346,122362.117496017,124973.66754456193,124932.19894683459,124932.19894683459,123582.53661297502,125075.61975012676,124867.03641092688,120846.92858808239,118510.34153386482,122778.18078302115,122778.18078302115,123981.96423260013,124219.27792898404,121050.1597394698,125243.78969478219,127682.79717639743,130068.94154976466,130068.94154976466,130660.22056601886,133931.58091042822,131536.31752837016,135723.9670016257,131830.76213345453,126301.28151919106,126301.28151919106,126699.83339714333,126440.65561298474,120318.0340239427,123800.163579634,120063.50975932567,119562.33185012388,119562.33185012388,120456.80702918839,118210.09755479539,117569.38745221321,116468.92335337584,119158.96245238339,116728.19330537398,116728.19330537398,116784.51558941169,119152.92513419842,120712.72271375588,119801.94491063493,120918.64152517391,118574.51170186169,118574.51170186169,119351.5162548373,117968.60162488905,117132.37819156393,116246.19469437285,118281.5153416755,119746.02313747212,119746.02313747212,119258.45300912592,121102.11881356899,121497.6262613356,121408.96307893048,118152.62363982968,117286.49708627509,117286.49708627509,116697.05891488207,116659.05842429397,117803.94123191676,114206.02746963668,112582.91051183082,113390.37651963682,113390.37651963682,114891.91333011353,115253.0580809914,117911.48336073381,114684.76627887583,114771.02818828118,115137.3838298944,115137.3838298944,116381.27644346075,115904.32735030349,117290.74196914329,118307.39054033623,118793.40204294595,118018.89019836347,118018.89019836347,118814.11670422544,121230.1204119548,119615.03870162407,120853.32509815454,121101.74497009197,123040.17770058881,123040.17770058881,122425.81865468732,119961.25421226755,121397.98860123115,124198.39441305767,124741.67289857514,122986.8012741611,122986.8012741611,123845.10596228238,123882.76911715158,124686.67376748317,124686.67376748317,124721.83474452085,127590.84430676918,127590.84430676918,129288.9551823261,128240.82941389622,128181.55843779344
1,2004,100514.08107893475,99399.21911079391,98284.80823799687,97633.02785982419,98695.14370856693,98791.70772805726,99829.62664999123,100459.72616436044,100401.1415506863,99959.99643837975,100951.41200682294,101696.93408678945,101104.06112153745,102591.03996887532,102013.58510033677,104532.21317245402,103750.52474287091,104227.29748677545,104227.29748677545,104199.9242490042,105021.1315884204,105474.4599062644,104336.00004895552,104014.48806914238,104041.98187892271,105351.22808701894,104269.29880087808,102797.572826169,106237.6464376554,104727.6700710381,103515.52902263643,104002.55510377983,104451.6460654334,104277.50247729427,106061.45919758051,107034.1817784841,108703.24194824995,109387.53652577792,107330.70475700145,107358.83885278767,107705.79456424512,107531.2715742411,107479.79158181304,105871.90147720218,106070.32326367087,107189.47448446658,107189.47448446658,108157.77442437611,107682.91400190997,109383.61073504818,107246.87305931897,109514.60756157257,108176.16654314937,107903.06624809826,107714.73574534008,106410.00360492697,106695.03270092611,106358.09822526912,106836.54200310555,105438.5445310716,104821.29260734389,105011.89108269823,103455.96161160081,104136.66755113032,102914.65892592225,103135.52614935883,101450.36635254303,101044.4497486083,99350.11489174272,97852.66951581292,99197.5350256673,100163.50288078164,100301.83521832102,98137.19706500442,98657.88355576406,99761.04394359034,99770.42200403429,97687.27849732665,99560.69723662843,99517.49901341347,98467.6100223812,98296.95074544441,98377.78092089544,100934.56219871611,100378.67756205698,100115.87789491205,100159.59902354197,101566.88995983177,101909.69804391648,102026.94379835823,102595.56835649985,103942.6112876784,104677.59820907401,105114.25992945819,105673.04754440267,105333.84903551091,105086.35286495723,104625.19471080015,105362.27981917893,104182.39955128344,106839.00819314003,106460.35310015529,104967.5037271109,105134.44728947959,105540.90916097093,103882.83283811262,104103.49805188051,104557.09403921652,104177.30764875525,102429.29617006255,103115.68159583617,106332.70420396946,106897.26885991001,107981.78204082989,107922.64773762465,109858.99378270445,109955.18970627485,108531.45572387191,108112.67050736707,106277.04564700939,104992.09752346882,105397.57092050277,107696.42710535583,107610.01329764318,108301.35587149874,109517.92565648103,108085.06512075855,104208.19275336798,105426.82624460619,106346.98776230613,107245.92469904092,107930.02040251036,105338.14887778329,103139.14711743184,103543.1502120111,103008.35692380891,101631.09797885233,102143.44574484079,101789.46870008083,103232.56799712965,104362.86140094469,104132.88580998425,103035.78198940604,104809.6713841144,106311.36934957535,106682.12156210068,107280.92547990714,107856.92836010446,108661.09189846335,108965.65521854968,108742.09469557226,108597.56664029999,109002.22801107723,110949.34007804494,111552.36615842392,110517.22782485702,112813.83149763053,114664.23224270841,114824.21557243877,113754.58822428201,113873.64698840867,115861.6676759789,115161.32581055809,116329.43101810478,115350.25084636587,116165.29002205304,116144.92795427995,112942.1261783202,112238.9695734918,114921.29310183121,116408.66492632682,117810.28767090512,118403.51507231503,119423.41218566569,118428.45054904748,120565.1127788419,120367.6942725662,118297.62516574375,118452.2894279416,118942.99129035215,119579.92849994841,120265.26606198552,122808.63052253431,122114.2920271607,122114.2920271607,117441.71925244328,116411.69627997639,116755.07578741736,117409.52751375256,120756.44252710068,125318.23994356545,124306.17165208547,125742.85863850403,125832.83661376472,125450.37399828911,123979.17501877126,126313.19783176541,126062.71025275288,130283.86151619568,134463.0815978772,136170.70188184208,133658.06602547367,138116.43461034633,140814.47762468664,132886.16593905626,134025.25048851818,131266.56690162793,132497.79778262082,132896.08040831547,127263.69321117175,125933.10724787677,125629.21467193778,128997.06610609648,132228.67721106138,131204.8683971402,131192.94227326332,133702.38068004124,127498.56029191332,125313.33259957652,121386.44022503354,121104.20907115973,122666.095983503,122417.06946024875,121976.72721608893,124482.72853302694,120095.71170069881,118451.65567660551,120037.80114478088,120713.89606297779,121955.28477127064,118821.86812360014,120936.17379269698,119218.40757752658,118071.62990897184,120361.89275522454,120525.74876208835,121344.88323288337,120504.09918636654,122295.99744902171,125031.38875671367,124977.09058528292,124431.57746345918,125084.52187416288,125320.99120069793,126739.44457277388,131225.7976376551,129379.20658116188,130486.78132056312,128717.96395290452,129567.50268584752,129246.05525310461,128191.16669735045,127390.81192552947,128187.61441963303,130595.1293492981,130701.08808914432,130966.10550262737,129975.21756376066,130047.86633197064,133663.9377171861,135016.68695566792,138603.34241486073,137724.64886642274,138324.67184994536,136598.0770362443,136983.86473695142,139870.63114679014,136487.87260275392,134290.77344596488,138240.57735660914,138902.1778228481,139601.23258170037,141138.73360875438,136945.46308453637,141178.11523709464,142618.8414124675,145526.9572756374,145603.58884589325,146600.76068851343,148089.2085959103,144596.26986636486,148799.04184301285,144129.9736296395,138649.20898766312,138109.22759380937,136894.1472899022,135035.4704899441,129561.41141153712,132779.87108583786,130192.56054972591,130138.41211742378,129043.08825472108,128786.70460074171,127426.31445584695,126909.19100517644,125952.43331708171,128575.28971730861,125803.56618720111,127727.37684123176,129261.78229062488,130504.91446818718,132013.98952269106,130744.46241076842,132088.49320881316,129882.50522304823,129928.25455052362,131564.54916885242,132102.45859458845,131887.76008347198,130201.02229544114,133471.68638821808,134928.43855163053,134663.4747316864,134767.12575421442,137931.2679143849,137925.69053135815,137786.198311436,135234.9654118222,134573.40038855496,133610.0560084378,134403.47710900946,135953.25384777045,134620.4473317253,131691.00257717996,129283.68498880356,130831.91740349132,131031.53859525453,131342.06180785215,131257.67315764172,133703.81944831598,130044.93580249113,130044.93580249112,129864.83703789965,129953.05180298725,131430.15376865584,131330.8667201156,133023.3576557036,133627.7058192123,135118.4771323263,134192.55499565657,132943.03570413333,133719.74143407907,137985.93502592112,136297.37931559148,136177.2889021276,136192.26827485114,139578.24497651673,140065.25670764805,140169.5871365274,136557.51204775987,136841.1581955946,138441.186754547,139434.9467233487,137507.91992398642,138566.83215736423,138900.53800846607,138957.8278775682,139999.81805827594,139999.81805827594,139937.19968005293,142859.8173518952,143642.17676365876,143855.5806288148,142393.27720120095,141894.36793253568
2,2005,111267.03542098553,110082.35722182573,108334.86946413467,106301.45274111722,105567.8803819713,106104.59370799255,106705.52128312193,106952.80197571742,107831.9630195135,107865.73885464063,108184.91833176913,108541.94022621166,107672.31350167505,108922.1464618839,108042.50616608787,110273.8463336872,109449.22216140013,111095.97973686377,109933.58672800094,109264.05488691392,108594.47201443656,109348.27819107806,108517.72903531122,107970.33937640053,108304.63945792986,108628.97110488781,108814.29475715708,108518.07134088108,112040.8454127502,110448.38704848893,109848.65243445021,111066.04744390183,111402.29926535129,111112.75364202751,115161.39599408419,115878.671606483,116379.7695629771,116956.5565080993,114891.21325613138,114031.02534093185,114442.01182072602,114028.15058273637,114387.4643874644,113185.15743509181,113312.7077922272,114935.31163203396,115011.1797412882,114081.30853482384,114233.16972482316,116470.34588941095,114543.04535623842,116965.05737894672,113817.70787031906,114633.44859272454,115391.5420644815,114641.03932147383,114878.08811073928,114435.66255319999,114193.09994436194,112147.8606356782,112092.34217929436,112138.59063738293,111563.93058065885,111921.6926372354,110608.32937176088,110899.91130030889,110021.6319069542,108798.4923802659,109041.3059456847,108046.05219026271,108110.57533283108,109163.33678040547,109995.063922355,108057.43711485292,107140.02394496449,107355.86031682853,107018.7994373661,106308.06670491087,108346.81245939899,107897.77615258323,107033.55658477644,107125.10739402415,107253.31456271476,108603.26723260911,107975.99125606229,107693.30119427905,107896.66244776356,107179.27127238693,108696.87980490146,108494.51524159615,107959.93392879431,108556.84422115223,109324.4587705857,109967.45797080416,110471.32590299826,110854.58731393081,111452.74734033586,110059.31363091845,110834.68213885745,109593.52017198908,112473.87970649476,112212.59388831329,110889.13750649178,109442.79627624802,108740.87733396322,106214.48161739162,106440.09965890068,107231.68774874821,107691.32599711705,106188.95568583962,108251.20300820914,109667.13478760322,110143.39363299051,111260.83997619661,111931.15570806134,112990.72815413738,113432.10777803714,112009.92862886548,114093.29645439076,113035.49473596102,111668.83323375037,112729.59629338268,114161.92040103376,115043.08862408731,115003.94390777308,116935.20149474457,117346.89472536647,113137.8124340103,115174.46373929468,116170.46264170847,116808.14592908869,115522.87818412759,112995.74633074857,110586.5559242072,111019.73102852887,111477.07506623241,111675.08500017857,112824.31108943936,113299.0909778115,114375.29431499424,115427.52827581411,115173.17041639944,114591.16345983386,115806.425262768,115719.18820161658,116339.41467682505,116533.24538289325,117169.32755353472,118042.92281037345,118373.78221787339,117374.44816585121,118376.52152106194,118631.89702067287,121255.82666997371,120954.46462158921,119832.08051394907,122210.2138588114,122443.82141416482,122219.64194578594,122800.5941569368,122042.89986937206,124173.54041815567,123422.95628902366,125068.95927261106,125544.82159001517,125783.77210201384,126105.68128946287,123266.44134994937,122268.29950050489,125190.3072288947,126852.39924779451,128941.7160204109,129047.93844693563,127232.70235979071,125640.52472981685,128525.2062746449,128314.75356857841,126288.24830222658,127953.00663167037,127612.18121540814,126919.98974926281,129824.59169595102,132640.62926493245,131890.70237007694,131890.70237007694,127862.82568160261,126790.99677119037,127289.75617016008,130371.42632816365,133739.82861539532,138792.09739616228,138374.7547901488,140278.58690351952,140473.6099795844,141024.3721375116,140196.3172282802,142951.79304606852,142668.31001206837,146857.22205990303,153047.8385915736,153570.36855613996,152674.61838433618,158387.9053604169,162845.36106149343,153676.63920254025,154554.8173138713,151850.5932078535,152404.60956840834,153364.92514873936,145266.3478470343,143397.36017437238,143051.32413890422,146779.47350961427,151043.44659162418,151444.20137511386,150229.94479143398,154589.08060580894,149554.5900000934,146991.33884779774,142118.57021498654,142443.6238255193,142374.3247884843,142940.05532735563,143113.05221576444,145767.13518464906,140630.01388925876,139561.43421280006,138160.54986213872,138149.21247307293,138137.91201361324,135290.6877333582,136738.2552163242,134796.03769971436,133499.41674172034,136178.50988682616,134964.13405745523,135454.37987603687,133597.55967182416,135158.35363430012,138181.43691915847,139185.1870302449,138996.24003393314,140753.03721425554,140649.68737799805,140397.07667248783,145963.28269971057,143909.30781625112,145141.27018728334,144848.29838522742,145094.20037990747,144614.16490351476,144840.03591428944,143197.31736842266,144092.98619966302,146504.6764052997,145334.33893806324,144805.49425158944,144734.99442393586,145407.44977596827,148817.87113719466,150323.98613942714,153804.86961260042,152454.8115435792,151030.82182481178,151567.90760759343,152943.91637044863,155452.4370643638,151692.83395569652,149423.0613679984,154765.92758289145,154918.69912806601,156179.2369443731,158501.90978037176,151235.18884867636,155909.50177007454,156937.36832024518,158070.6828678814,155997.2757618161,155436.59281899975,159262.8554231974,156805.6236361813,161363.26735277244,154980.2463160555,148266.9183141042,147102.61906586337,147014.95692806784,147742.36087061666,140963.1859247547,144464.8792493103,142175.08371796887,140048.24028637435,142378.01542065258,139869.94583761596,138034.1441783859,139036.3225004457,137988.1393907504,143043.82062573518,139845.48291039164,139436.61124509166,137953.14535639103,140860.38188256932,142514.39936695024,141143.89390393175,142987.546608588,140635.84984374675,142106.5356932393,142713.38818317017,141181.65679813194,140074.9347362079,138283.4896056971,141896.46227986994,143653.35958207768,143841.41979728162,144957.93016018567,147742.3174878956,146579.79117469277,146431.5465627723,143638.88532136663,142067.21075030032,142355.4241304431,143681.0881889322,145712.6538885652,145906.17883875404,142731.14786294912,140827.4921052206,142446.60814869995,143269.9049347486,143269.90493474863,143290.56529434008,146072.04508970832,142074.6976758783,141068.85400405087,141362.23435588877,140599.8701272495,142034.91296556478,141987.7912112158,143914.133329889,144567.96017438933,145869.59834233284,145193.3621141888,144346.12350974165,144254.52511464385,148720.85832209545,146753.23832903904,146623.93535082627,146779.32465867884,150143.02117470387,150732.6882169081,150296.3264218953,146036.61840914784,147322.50779956632,149045.09055875978,149342.85798302194,147382.39682686364,147616.62003193927,148389.7044114774,148422.14453168213,149535.10390621884,149535.10390621884,149468.22063576974,151350.39774978158,151688.16469163253,151012.6568280325,148947.99828890257,148745.41264086613
3,2006,116639.30949598613,115397.43182213481,116110.62355774618,115886.81852532849,115959.66127678742,116924.63382010694,117755.56299146725,118028.4511871609,119304.37754310794,118900.08610565178,120461.29109622522,119986.2331457262,119874.42643549498,120630.054195188,119655.8624444656,122127.04662590842,120884.07541017313,120956.96920898587,121420.65062777285,119206.29653871429,119206.29653871429,120033.76446556691,119547.61025699606,119301.80464370213,119437.04609841948,120097.08998540358,121209.83535465144,120879.8677562294,124803.93734833422,122934.35930734365,120622.20779210179,122035.65827547513,120619.41276079766,120020.59747437973,123079.89418145166,123846.48966868868,124707.08787735524,124381.92161620448,123151.95862924226,122947.6769807185,123171.39654105876,121679.25861399666,122062.681805074,120560.3265029359,122066.68045550145,123789.07311769505,124716.08039416009,124378.18872569695,124378.1887256969,126814.04794138725,124715.5843338071,127036.22776785075,126245.43551323433,126059.87519628294,126382.12259009633,124329.59912362666,124586.68141384795,124154.84855659406,123528.40944215954,121788.77054946923,121779.31779107616,121214.45709539171,119109.55451785628,119491.51380308796,117548.25254594088,117616.6726077352,117371.1201703071,116584.04411432277,117691.47258263883,117440.59104533301,117510.72443610225,118876.45684908288,120288.02655854933,119683.58806447766,119930.68833085748,120030.89666468442,120010.31817871808,119213.30623492495,121304.1805159337,120489.13716054654,121487.14309723818,121235.49348598876,121328.73597321182,122855.85009299198,122146.25336256846,121648.6924764098,120952.99279843597,121711.1585479345,121495.88287410572,121524.01783301894,121470.97082337528,122142.58361590443,122911.44554983491,124213.83506383204,124619.79908052416,124486.63960081791,123221.52746625032,122959.65106845701,123825.90252905912,122628.32444182296,124689.03470391032,123991.06010143946,123827.5374713523,123827.53747135225,124779.49174268282,121880.46810793204,122091.87865590969,124568.1128840828,124353.07895630812,124524.01476764621,124542.98949962817,126652.41382444084,127202.43578398564,128257.86581742424,127658.80387697527,130161.25550746059,130790.10512710009,131229.28653850048,131880.1913546847,130657.4806663526,128027.23915367301,129487.57666974072,130419.62986032182,130887.95352129579,132043.77700163895,134685.42441699296,135159.61077650767,130154.2427939376,131934.97798870923,134397.28614262064,132775.05183954266,131041.21424727202,128429.34068873872,125691.08951068048,126437.28542313748,125599.67110720629,122610.26556273726,121991.6208472854,122851.91278437576,124195.80494455488,125338.38599351913,124107.76415239033,121865.5603777601,124432.71277488969,125971.23804476681,126612.31496160098,126612.31496160098,127303.41247515687,128252.56580427253,126327.8781113685,127478.33072620057,128698.08221355507,128967.9996606163,132489.75891863363,132160.47672053886,129025.88009112458,131385.9490349969,130553.13871313541,130438.99862492559,130024.01365714073,129522.72624342976,131783.95055732783,129566.21306996138,129360.4287568643,130556.04798270734,133325.76616964518,132354.13326695125,128896.59803019115,127852.86635970589,129879.13633412078,132006.87033740018,135098.0858348869,134503.66791008934,134482.06511192018,133781.37054843578,136852.9642996778,137232.73533311824,133707.2437678677,135253.0389841102,137985.23151707434,137996.03885539618,140740.81914606507,143793.6416431521,143564.82506904108,143564.82506904108,137282.76193736898,137682.55288456928,136785.81667114032,138515.29864032235,142094.1138906994,147741.5504063208,147195.31579371382,147241.29801662403,144846.5995459123,144285.9050788581,143520.39065107767,146341.19916885524,145838.1953113312,151491.39385552565,159196.0356376463,158106.75986312053,156992.15209383835,161785.90706062532,166338.9915410357,159835.67576880613,161780.6241885352,158969.69070559027,158819.25221264033,160411.12258190103,152959.6786672391,150991.70908529274,150474.3393152321,153746.89796153927,158335.35903351323,158755.5764049705,158483.66871369813,164197.10147468708,158849.70719806332,155761.78607689982,150302.69055891357,149237.58174894904,149695.91323604694,149272.87862832408,150376.50092741006,153165.2871621567,147883.72343626383,147603.52519793893,149278.45396912334,149658.2134182862,150417.88003503636,146980.7095886834,148553.35660074666,145815.7689043272,144402.0973559433,147168.8592071385,147044.07487617852,147225.53193915417,146205.42400220202,147913.51315910302,151944.1716838216,152052.80560935056,152742.80600556816,152719.40038090406,153631.19449642743,153631.19449642737,159722.08257645686,157474.4957869709,159124.77066129365,155584.9052947088,154869.56331039214,155310.68491725446,154180.04217846858,152431.39296631998,153537.8517476026,157956.7459369818,158203.507241653,158215.4726326234,158586.82206062335,158198.6643945941,161909.09398537545,163770.81646249208,167701.40170832243,168536.04509104392,167722.06000351728,167213.3210167656,168592.40821542303,171357.58877887236,168497.9468888308,167162.0503891676,173389.42227547464,173324.61930845407,173181.95338148554,175214.65998422785,167181.72183848853,171703.8123340405,173821.05155045542,179140.7593283738,179485.8841678469,179260.1462249125,183043.35902961032,180219.22305003996,185567.38006728044,179984.04346660568,172230.8663436777,173722.29006679248,174168.48736184952,173201.28165817243,165253.92125125084,169619.36947594525,165791.57184648296,165317.36063899368,165583.61660378327,165619.97403040956,162809.80615735461,163991.86483798653,163504.80642365335,167407.49044015462,164551.48647704747,165062.95918192228,164028.13378511902,165108.19377198978,167046.93506790002,165320.49534594428,166995.7896758267,162653.15979468107,162558.04169086224,162272.81393356193,160741.40059774072,159481.34983519407,159217.4622962712,163843.53219817535,166231.1365556348,165357.58296621474,165429.4021404178,168034.81887561426,166712.61883300848,166953.6488707168,165092.07984870352,164351.30834988246,164773.8854854585,164820.8190577051,166496.69699589218,166717.82580065186,163182.8110827396,160359.56896793502,161831.15390501622,161831.15390501617,161176.5886310938,161073.030984953,164199.69449097704,157510.07827853272,158192.842684947,160353.07300273236,160421.54672076166,160067.70303922176,159812.74905523763,161980.9215930307,163958.4846936666,166503.36102171912,165277.91466986973,164555.18235392112,164858.2055850815,169518.44791307006,167275.66979123285,167612.85649332646,167501.27084145372,170362.5754130684,171863.57047780053,171879.24753452386,167547.12451447005,169022.41935596432,170530.24289640464,172081.0499819241,169564.778267078,168944.4487009682,167906.56994132165,167850.53815095505,169109.18341945982,169109.18341945982,170030.3433351648,175084.15226182985,174715.6035395145,173990.74855279442,172549.16937522686,172314.48354058925
